chunk_id,brand,model,document_name,document_version,page,section,text
30c24e70906c,HONDA,City,City.pdf,v1,10,engine_performance,"Vibe
Performance
Pure Sporty
in Motion"
51dec24d20f6,HONDA,City,City.pdf,v1,11,engine_performance,"Honda’s original Two-Motor Hybrid System delivers pure, seamless 
acceleration that pins you to your seat without sacrificing fuel efficiency. 
Experience high-performance thrill paired with supreme mileage.
Outstanding Fuel Efficiency
Exhilarating Torque
27.26 km/L
*
253 Nm
Sporty Hybrid Performance
1.5L ATKINSON CYCLE
DOHC i-VTEC ENGINE
DUAL POWERTRAIN CHOICES
PURE PETROL PERFORMANCE
SELF-CHARGING STRONG HYBRID
Two Motor e-CVT
Deceleration
Selector Paddle
Electric
Regenerative Braking
*As certified under Rule 115 of CMVR 1989."
a7fe6294db42,HONDA,City,City.pdf,v1,12,engine_performance,"Generator Motor
Traction Motor
Clutch Clutch Engaged
Engine
Lithium-ion Battery
Wheels
Driven exclusively by motor using 
battery, for silent operation and 
zero emission.
EV DRIVE
Petrol engine acts as an electric 
generator and motor drives the wheels 
that provide an exhilarating feeling.
HYBRID DRIVE
Generator Motor
Traction Motor
Clutch
Engine
Lithium-ion Battery
Wheels
Engine runs at high fuel efficiency to 
drive the wheels. The motor provides a 
peak power boost when required.
ENGINE DRIVE
SEAMLESS & INTELLIGENT SWITCHING
BETWEEN 3 DRIVE MODES
Clutch
Engine
Engine Stopping
Wheels
Generator Motor
Lithium-ion Battery
Traction Motor
Two-Motor e-CVT
Traction motor & generator motor
1.5L Atkinson Cycle DOHC  i-VTEC Engine
Engine-Linked Clutch
IPU (Intelligent Power Unit)
Advanced high-voltage Lithium-ion battery
PCU (Power Control Unit)"
242505f1f6d2,HONDA,City,City.pdf,v1,13,mileage_efficiency,"At low RPM, it maximises fuel efficiency for your daily drive. But when you 
press the pedal hard, the cams switch-unleashing a relentless high-RPM 
surge straight to an adrenaline rush.
P o w e r
T o r q u e
145 Nm
1.5L i-VTEC DOHC WITH
VARIABLE TIMING CONTROL (VTC)
89 kW (121 PS)
7-speed CVT (Automatic)
Mileage 17.97 km/L*
Sporty Paddle
Shifters
6-speed MT 
Mileage 17.77 km/L*
Pure i-VTEC Performance
*As certified under Rule 115 of CMVR 1989."
d1f960384711,HONDA,City,City.pdf,v1,14,safety,"Intelligent
Safety
A Confident
Every Drive
Vibe"
b5c95cb51d6e,HONDA,City,City.pdf,v1,15,safety,"Honda SENSING is an Advanced Driver Assistance System (ADAS) designed to help you drive 
more safely by reducing the risk of accidents. It intervenes to avoid or lessen the impact of a 
collision. With every advancement we make, we get closer to a world without collision.
INTELLIGENT ADAS TECHNOLOGY
#Low Speed Follow available in City e:HEV only
Collision Mitigation
Braking System (CMBS)
Road Departure
Mitigation System
Lane Keeping
Assist System (LKAS)
Auto High-Beam
Lead Car Departure
Notification System
Adaptive Cruise Control
with Low Speed Follow#"
329d87a3d63b,HONDA,City,City.pdf,v1,16,safety,"Road Departure Mitigation System
When the car seems to deviate from road boundaries, it gives 
audio-visual alerts with steering wheel support.
Lane Keeping Assist System (LKAS)
It steers the wheel to keep you in the middle of the lane while 
cruising along the highway.
Auto High-Beam
Improves visibility by automatically switching between 
low and high beam.
Lead Car Departure Notification System
It notifies you when the car ahead starts moving.
Collision Mitigation Braking System (CMBS)
Provides audio & visual warning alerts and applies brakes
when there is a risk of collision.
Honda SENSING is Honda's exclusive Advanced Driver Assistance System (ADAS). Honda SENSING cannot substitute human acumen and vigilance while driving. Honda Cars India Limited 
urges drivers to follow traffic rules which are meant to keep them safe on roads.
Adaptive Cruise Control with Low Speed Follow#
Accelerates and brakes to keep you at a safe distance from other cars 
while cruising. Low speed follow makes it easier to drive in 
stop-and-go traffic."
f81b601d607d,HONDA,City,City.pdf,v1,17,safety,"6 Airbags (Standard Across All Variants)
ACETM Body Structure
360° Surround-Vision Camera
(Multi-view)  
Hill Start Assist
e:HEV only
Electronic Parking Brake with
Auto Brake Hold"
44ab36a7d645,HONDA,City,City.pdf,v1,18,engine_performance,"All Power Window Auto Up/Down
with Pinch Guard  
   Auto Headlamps with Follow-Me-Home
& Lead-Me-To-Car Functions
LaneWatchTM Camera
Rain Sensing Wipers
   Tyre Pressure Monitoring System
(Deflation Warning System)"
c3916d588f7a,HONDA,City,City.pdf,v1,19,general,"ISOFIX Anchorages & Tether
Emergency Stop Signal
Auto Dimming Inside Rear View Mirror
Rear Parking Sensors
Vehicle Stability Assist (VSA)
& Agile Handling Assist (AHA)"
dc8ee222c0b8,HONDA,City,City.pdf,v1,20,interior_comfort,"Comfort &
Convenience
Vibe
For a First Class"
fec02f375ca2,HONDA,City,City.pdf,v1,21,dimensions,"Generous boot space
Rear Windscreen Sunshade
Large Boot Space
e:HEV
Petrol (i-VTEC)
Active Ventilated Front Seats
Ultra-Large Boot Space (506 Litres)"
4809d9642283,HONDA,City,City.pdf,v1,22,engine_performance,"Telescopic & Tilt Steering Adjustment   
Rear AC Vents with USB-C Charging Ports (2)
One-Touch Push Start/Stop
Remote Engine Start
Walk Away Auto Lock
(CVT, e:HEV Only)"
9573a0592416,HONDA,City,City.pdf,v1,23,interior_comfort,"Front Console Cup Holders
Rear Armrest with Cup Holders
Door Bottle Holder (1L Each) with Map Pocket
Seat Back Pocket"
24c500cf8f95,HONDA,City,City.pdf,v1,24,infotainment_connectivity,"Connectivity
Vibe
Stay in the
24x7"
ea40e0a33baa,HONDA,City,City.pdf,v1,25,infotainment_connectivity,"Alexa Remote Capability
Smartwatch Connectivity
Smart, convenient, and thoughtfully connected.
Honda Connect packs everything you need into one seamless 
experience, keeping you connected to your car from anywhere.
39 SMART FEATURES   |   24x7 CONNECTIVITY
3-YEAR FREE SUBSCRIPTION^"
de77f0f00c39,HONDA,City,City.pdf,v1,26,infotainment_connectivity,"Help
Help
Help
PEACE OF MIND
SAFETY & SECURITY
Car Location   I   Geo-Fence Alert   I   Auto Crash Notiﬁcation   
Drive View Recorder (DVR) +   I   Stolen Vehicle Tracking 
Contextual Speeding Alert   I   Unauthorized Access Alert
and many more…
CONVENIENCE
Find My Car   I   Digital Pick & Drop   I   Honda Connect Widget Trip 
Diary   I   Remote Operations   I  Car Dashboard  I  Share Car Location  
Free Service Coupon Redemption and many more…
Service Scheduler   I   Tow Away Alert   I   RSA Request & Tracking   
Payment Gateway   I   Tyre Pressure Monitoring System (TPMS) +   
Fuel Pay and many more…
SCAN TO DOWNLOAD THE APP
^Honda Connect comes with free subscription for first 3 years from the date of purchase. T&C applicable. Honda Connect application works on 
smartphones: Android 7.0 & above; iOS 11.0 & above. Honda Connect application works with select smartwatch devices. Smartwatch is not part of car 
accessory/ giveaway and need to be purchased separately. All services and features of Honda Connect are subject to network availability, facility/ 
transmission limitations as per government regulation and permissions in specific regions/ locations. Selective alerts work as per user settings and in 
select car models/ transmission. Actual application/ features may differ from representative images shown above. Digital Pick & Drop is an additional 
convenience to customer and dealer specific facility. Tracking through digital pick & drop is subjected to network conditions. +TPMS and DVR features 
are not a part of standard Honda Connect Features package. Customer requires to purchase TPMS or/ and DVR accessories to use these features. For 
more details visit your nearest Honda Car dealership or www.hondacarindia.com. Alexa Remote Capability supported features can be executed via 
Honda Skill through Alexa, enabled device as per user input information in the Honda Connect App. Amazon, Alexa and all related logos are trademarks 
of amazon.com, Inc. or its affiliates. Alexa device is not part of car accessory/ giveaway and needs to be purchased separately. Actual device may differ 
from the one shown here. Please refer to amazon.com for more details"
8d839f647942,HONDA,City,City.pdf,v1,27,general,"Genuine
Accessories
Vibe
Style Your Own"
43c4aa60703c,HONDA,City,City.pdf,v1,28,general,"Tail Lamp Garnish
Window Chrome Moulding
Door Lower Garnish
Package
Front Upper Moulding Garnish
Trunk Garnish
Signature
FOR COMPLETE ACCESSORIES REFER ACCESSORIES BROCHURE.
ITEMS CAN BE PURCHASED INDIVIDUALLY."
9bfb30d4dd16,HONDA,City,City.pdf,v1,29,legal_disclaimer,"Peace of Mind
Vibe
A Long-Term No-Stress
UNLIMITED KILOMETERS
STANDARD WARRANTY
UNLIMITED KILOMETERS
EXTENDED WARRANTY
UP TO
OR 1 20 000 KILOMETERS
ANYTIME WARRANTY
UP TO
Ω
WARRANTY COVERS (STANDARD)
COMPREHENSIVE WARRANTY COVERS
Ω10-YEAR Anytime Warranty is extendable up to the maximum age of 10 years/1 20 000 kilometres by renewing every year and is applicable from the date of purchase of car. ¢Whichever is earlier from the 
date of first sale of new car. For details refer to Owner's Manual, Warranty Booklet or Extended Warranty Document.
WARRANTY
HYBRID SYSTEM
COMPONENTS¢
YEAR OR 1 00 000 km
5
WARRANTY
LITHIUM-ION BATTERY¢
YEAR OR 1 60 000 km"
b80019abfb55,HONDA,City,City.pdf,v1,30,exterior_styling,"SPECIFICATIONS
Terms & Conditions apply *As certified under Rule 115 of CMVR 1989, rounded to 2 decimal digits.
The spare wheel does not come with Alloy wheel and the rim / tyre size may differ from the standard size depending on the variant.
e:HEV (Self-Charging Strong Hybrid)
i-VTEC (Petrol)
  
Type
 
Water-Cooled Inline 4 Cylinder 
 
Water Cooled Inline 4 Cylinder
  
 
Atkinson cycle DOHC with VTC 
 
DOHC with VTC
  
Displacement (cm3) 
 
1 498 
Engine
 
No. of Valves 
 
16 
  
Max Power (kW [PS] @ rpm) 
74 (100) @ 5 600 - 6 400 
 
89 [121] @ 6 600
  
Max Torque (Nm @ rpm) 
131 @ 4 500 - 5 000 
 
145 @ 4 300
  
Fuel Efficiency* (km/L) 
27.26 
 
17.77 (MT), 17.97 (CVT)
  
Fuel Type 
 
Compliant with E20 (20% Ethanol blended) Petrol 
  
System Combined Max Power (kW [ps]) 
93 [126] 
 
  
Battery Charging 
Self-Charging 
 
  
Hybrid Vehicle Type 
Strong Hybrid Electric Vehicle (SHEV) 
 
 
Hybrid EV System 
Electric Drive (Traction) Motor Type 
AC Synchronous (Permanent Magnet) 
 
& Technology 
Max Power (kW [ps] @rpm) 
80 (109) @ 3 500 
 
-
  
Max Torque (Nm @ rpm) 
253 @ 0 - 3 000 
 
  
Rechargeable Energy Storage  
Advanced Lithium Ion High-Voltage Battery 
 
  
System (ReESS) Type 
 
 
  
Nominal Voltage (V) 
172.8 
 
  
Manual 
- 
 
6 Forward & 1 Reverse
  
 
e-CVT (Electrically-coupled Continuously 
 
  
Automatic 
Variable Transmission) with Engine-Linked 
 
CVT (Continuously Variable Transmission)
Transmission 
 
Clutch (Wet-type Multi-Plate)
  
 
[D (Drive) / B (Brake), ECON On/Off -
  
 
Selectable Drive Modes] 
 
[D (Drive) / S (Sports) / SM (Sequential Shift Sports),
  
Automatic Drive Modes 
[EV Drive Mode, Hybrid Drive & Engine Drive Mode  
 
ECON On/Off - Selectable Drive Modes]
  
 
- Auto Selection]
 
Overall Length (mm) 
 
4 594 
 
Overall Width (mm) 
 
1 748 
  
Overall Height (mm) 
 
1 489 
  
Wheelbase (mm) 
 
2 600 
  
Front Track (mm) 
 
1 496 
Dimensions 
Rear Track (mm) 
1 485 
 
1 484
& Weight 
Kerb Weight (kg) 
1 294 
 
1 123 - 1 142 (MT), 1 144 - 1 168 (CVT)
  
Max. GVW (kg) 
1 700 
 
1 580
  
Fuel Tank Capacity (Litres) 
 
40
  
Seating Capacity (Persons) 
 
5
  
Steering System 
 
Collapsible Electric Power Assisted 
  
Turning Circle Radius (m) 
 
5.3 
 
Front 
 
McPherson Strut with Coil Spring 
 Suspension  
Rear 
 
Torsion beam with Coil Spring 
System 
Anti-Roll Bar 
 
Torsion Bar Type 
  
Shock Absorbers 
 
Telescopic Hydraulic Nitrogen Gas-filled 
  
Front 
 
Disc (Ventilated)
  
Rear 
Disc 
 
Drum
  
Parking 
Electric Parking Brake System 
 
Mechanically activating on
Brake System 
 
(activating on Rear Wheels)  
 
 Rear Wheels   
 
  
Regenerative Braking
 
Electric Regenerative Braking System 
 
-
  
 
 (through Electric Servo Brake) 
 
Wheel Type 
16x6J Alloy 
 
15x6J Steel & Alloy, 16x6J Alloy
Tyres & Wheels
 
Tyre Type & Size 
Tubeless Radial 185/55 R16 87H 
 
Tubeless Radial 185/60 R15 84H, 185/55 R16 83H 
  
Spare Wheel Type 
15x4 T Steel, T135/80D15 100M (Compact Spare Tyre)  
Steel Wheel, 185/60R15 84H"
3fed2f5ef613,HONDA,City,City.pdf,v1,31,interior_comfort,"GRADES
Exterior Design 
 
 
 
Blade-Eye Signature LED Lighting System 
 
 
 
 
-Signature Bi-LED Projector Headlamps with Integrated Split LED DRL & Turn Signals 
 
 
 -Signature Z-Edge Wrap-around LED Tail Lamps 
 
 
 
 
-LED Side Marker Lights in Tail Lamp 
 
 
 
Signature Matrix-Mesh Black Painted Front Upper Grille 
 
 
 
Aero-Blade Front Bumper Air Curtains 
 
 
 
Signature Matrix-Mesh Front & Rear Lower Bumper Garnish 
 
 
 
Steel Wheel R15 with Trim Cover 
 
 
 
Body Coloured Shark Fin Antenna, Door Mirrors & Handles 
Integrated LED Side Turn Indicator on Door Mirrors 
 
 
 
Interior Design and Colour, Materials, Finish 
 
 
 
Embossed-Fabric Upholstery with Premium Beige & Black Two-Tone Interiors 
 
 
 
Instrument Panel Assistant-side Piano Black Garnish 
 
 
 
Fabric Soft Pads (Front Centre Armrest, Door Lining Armrest & Centre Pads) 
 
 
 
Leather Shift Lever Boot with Stitch 
 
 
 
Trunk Lid Inside Lining Cover 
 
 
 
Centre Console Pocket Ambient Illumination Light
Connectivity & Infotainment 
 
 
 
20.3 cm (8"") Advanced Touchscreen Display Audio 
 
 
 
Wired Smartphone Connectivity (Android Auto™, Apple CarPlay®, Weblink®) 
 
 
 
4-Speakers Premium Sound System 
 
 
 
Steering Mounted Audio, HFT & VR Switch with Illumination 
 
 
 
Front USB A-Type (x2) & Rear USB C-Type (x2) Ports 
 
 
 
Safety and Security 
 
 
 
Multi-Angle Rear Camera with Guidelines (Normal, Wide, Top-Down Modes) 
 
 
 
Rear Parking Sensors 
 
 
 
Advanced Compatibility Engineering (ACE™) Body Structure 
 
 
 
6 Airbags System (Dual Front i-SRS, Front Seats i-Side & Side Curtain) 
 
 
 
Energy Absorbing Front Pretensioner Seatbelts with Load Limiter 
 
 
 
All 5 Seats 3 point ELR Seatbelts & Head Restraints 
 
 
 
ISOFIX compatible Rear Side Seats with Lower Anchorage & Top Tether 
 
 
 
ABS, Brake Assist (BA), Electronic Brake-force Distribution (EBD) 
 
 
 
Vehicle Stability Assist (VSA) with Electronic Stability & Traction Control 
 
 
 
Agile Handling Assist (AHA) 
 
 
 
Hill Start Assist & Emergency Stop Signal 
 
 
 
Tyre Pressure Monitoring System (Deflation Warning System) 
 
 
 
Day/Night Inside Rear View Mirror 
 
 
 
Advanced Wipers & Washer with Variable Intermittent Speed 
 
 
 
Rear Windshield Demister 
 
 
 
All Seats Seatbelt Indicator & Reminder 
 
 
 
Vehicle Immobilizer with Security System Alarm 
 
 
 
Automatic Headlight Control with Light Sensor
Comfort & Convenience 
 
 
 
One-Push Start/Stop Button 
 
 
 
Electrical Trunk Lock with Keyless Release 
 
 
 
Driver Power Window Auto-Open/Close Function with Pinch Guard 
 
 
 
Follow-Me-Home / Lead-Me-To-Car Headlights (Auto Off Timer) 
 
 
 
Power Adjustable & Folding Door Mirrors 
 
 
 
Fully Automatic Climate Control with MAX COOL mode & Click-Feel AC Control Dials 
 
 
Rear AC Vents 
 
 
 
PM2.5 Dust & Pollen Cabin Filter 
 
 
 
Automatic Door Locking & Unlock 
 
 
 
Telescopic & Tilt Steering Adjustment for Reach & Height 
 
 
 
Driver Seat Height Adjuster
SV"
da7f0b1b63ef,HONDA,City,City.pdf,v1,32,exterior_styling,"Front Centre Armrest & Storage Box 
 
 
 
Front Console Lower Pocket for Smartphones 
 
 
 
Rear Centre Foldable Armrest with Cupholder 
 
 
 
1L Bottle Holders in All Doors 
 
 
 
Driver Side Coin Pocket with Lid 
 
 
 
Passenger-side Sun-visor Vanity Mirrors 
 
 
 
Foldable Grab Handles (Soft Closing Motion) 
 
 
 
Front Map Lamps 
 
 
 
Instrumentation 
 
 
 
Advanced Twin-Ring Combi-meter 
 
 
 
10.6 cm (4.2 inches) Colour TFT Multi Information Display 
 
 
 
Multi Function Driver Information Interface 
 
 
 
Steering Scroll Selector Wheel and Meter Control Switch 
 
 
 
Eco Assist System with Ambient Meter Light
SV
Exterior Design 
 
 
 
Signature Z-Edge Wrap-around LED Tail Lamps with Clear Lens 
 
 
 
Gloss-Black Trunk Centre Moulding 
 
 
 
Multi-Spoke Gray Painted Alloy Wheels R15 
 
 
 
Interior Design and Colour, Materials, Finish 
 
 
 
Inside Door Handle Chrome Finish
Connectivity & Infotainment 
 
 
 
Next Gen Honda Connect with Telematics Control Unit (TCU) 
 
 
 
 
-Works with Alexa™ 
 
 
 
 
-Smartwatch Connectivity 
 
 
 
Wireless Smartphone Connectivity (Android Auto™, Apple CarPlay®)
Safety and Security 
 
 
 
Honda SENSING (ADAS) 
 
 
 
-Collision Mitigation Braking System (CMBS) 
 
 
 
 
-Adaptive Cruise Control 
 
 
 
-Auto High-Beam 
 
 
 
 
-Lane Keeping Assist System (LKAS) 
 
 
 
 
-Road Departure Mitigation System 
 
 
 
 
-Lead Car Departure Notification System 
 
 
 
Comfort & Convenience 
 
 
 
Touch-Sensor Based Smart Keyless Access 
 
 
 
 
-Remote Engine Start (CVT only) 
 
 
 
 
-Walk Away Auto Lock (Customizable) 
 
 
 
Adaptive Cruise Control & LKAS Operation Switches on Steering Wheel 
 
 
 
7-Speed Paddle Shifters (CVT only) 
 
 
 
Instrumentation 
 
 
 
LED Shift Lever Position Indicator (CVT only) 
 
 
 
Easy Shift Lock Release Slot (CVT only) 
 
 
 
ECON™ Button & Mode Indicator (CVT Only) 
 
 
 
7-speed Manual Shift Mode & Position Indicator (CVT only)
V (over SV)"
